log_avg_ept_score,log_avg_succ_req,log_avg_blk_req,log_avg_BP_req,log_avg_entropy
888,944,56,0.056,0
866,933,67,0.067,0
886,943,57,0.057,0
894,947,53,0.053,0
878,939,61,0.061,0
908,954,46,0.046,0
932,966,34,0.034,0
880,940,60,0.06,0
946,973,27,0.027,0
910,955,45,0.045,0
860,930,70,0.07,0
798,899,101,0.101,0
904,952,48,0.048,0
850,925,75,0.075,0
870,935,65,0.065,0
866,933,67,0.067,0
888,944,56,0.056,0
842,921,79,0.079,0
856,928,72,0.072,0
866,933,67,0.067,0
900,950,50,0.05,0
854,927,73,0.073,0
886,943,57,0.057,0
912,956,44,0.044,0
870,935,65,0.065,0
880,940,60,0.06,0
868,934,66,0.066,0
872,936,64,0.064,0
874,937,63,0.063,0
884,942,58,0.058,0
880,940,60,0.06,0
856,928,72,0.072,0
922,961,39,0.039,0
824,912,88,0.088,0
836,918,82,0.082,0
888,944,56,0.056,0
822,911,89,0.089,0
844,922,78,0.078,0
898,949,51,0.051,0
872,936,64,0.064,0
838,919,81,0.081,0
878,939,61,0.061,0
892,946,54,0.054,0
886,943,57,0.057,0
832,916,84,0.084,0
884,942,58,0.058,0
918,959,41,0.041,0
876,938,62,0.062,0
840,920,80,0.08,0
880,940,60,0.06,0
850,925,75,0.075,0
848,924,76,0.076,0
862,931,69,0.069,0
920,960,40,0.04,0
874,937,63,0.063,0
898,949,51,0.051,0
912,956,44,0.044,0
850,925,75,0.075,0
864,932,68,0.068,0
914,957,43,0.043,0
868,934,66,0.066,0
916,958,42,0.042,0
868,934,66,0.066,0
806,903,97,0.097,0
886,943,57,0.057,0
878,939,61,0.061,0
856,928,72,0.072,0
820,910,90,0.09,0
904,952,48,0.048,0
886,943,57,0.057,0
884,942,58,0.058,0
888,944,56,0.056,0
828,914,86,0.086,0
890,945,55,0.055,0
864,932,68,0.068,0
902,951,49,0.049,0
858,929,71,0.071,0
874,937,63,0.063,0
888,944,56,0.056,0
858,929,71,0.071,0
868,934,66,0.066,0
904,952,48,0.048,0
934,967,33,0.033,0
842,921,79,0.079,0
842,921,79,0.079,0
850,925,75,0.075,0
868,934,66,0.066,0
868,934,66,0.066,0
882,941,59,0.059,0
834,917,83,0.083,0
906,953,47,0.047,0
864,932,68,0.068,0
912,956,44,0.044,0
888,944,56,0.056,0
836,918,82,0.082,0
904,952,48,0.048,0
866,933,67,0.067,0
878,939,61,0.061,0
854,927,73,0.073,0
910,955,45,0.045,0
838,919,81,0.081,0
818,909,91,0.091,0
904,952,48,0.048,0
922,961,39,0.039,0
884,942,58,0.058,0
864,932,68,0.068,0
888,944,56,0.056,0
868,934,66,0.066,0
866,933,67,0.067,0
854,927,73,0.073,0
854,927,73,0.073,0
882,941,59,0.059,0
858,929,71,0.071,0
910,955,45,0.045,0
842,921,79,0.079,0
860,930,70,0.07,0
862,931,69,0.069,0
854,927,73,0.073,0
912,956,44,0.044,0
832,916,84,0.084,0
890,945,55,0.055,0
860,930,70,0.07,0
856,928,72,0.072,0
844,922,78,0.078,0
866,933,67,0.067,0
846,923,77,0.077,0
826,913,87,0.087,0
842,921,79,0.079,0
910,955,45,0.045,0
878,939,61,0.061,0
932,966,34,0.034,0
902,951,49,0.049,0
868,934,66,0.066,0
888,944,56,0.056,0
868,934,66,0.066,0
846,923,77,0.077,0
820,910,90,0.09,0
860,930,70,0.07,0
918,959,41,0.041,0
886,943,57,0.057,0
882,941,59,0.059,0
864,932,68,0.068,0
880,940,60,0.06,0
866,933,67,0.067,0
868,934,66,0.066,0
882,941,59,0.059,0
890,945,55,0.055,0
858,929,71,0.071,0
824,912,88,0.088,0
876,938,62,0.062,0
866,933,67,0.067,0
854,927,73,0.073,0
884,942,58,0.058,0
890,945,55,0.055,0
904,952,48,0.048,0
892,946,54,0.054,0
888,944,56,0.056,0
868,934,66,0.066,0
890,945,55,0.055,0
876,938,62,0.062,0
860,930,70,0.07,0
866,933,67,0.067,0
862,931,69,0.069,0
862,931,69,0.069,0
870,935,65,0.065,0
862,931,69,0.069,0
852,926,74,0.074,0
872,936,64,0.064,0
880,940,60,0.06,0
886,943,57,0.057,0
884,942,58,0.058,0
876,938,62,0.062,0
870,935,65,0.065,0
890,945,55,0.055,0
866,933,67,0.067,0
896,948,52,0.052,0
862,931,69,0.069,0
914,957,43,0.043,0
878,939,61,0.061,0
870,935,65,0.065,0
872,936,64,0.064,0
892,946,54,0.054,0
840,920,80,0.08,0
904,952,48,0.048,0
860,930,70,0.07,0
860,930,70,0.07,0
876,938,62,0.062,0
856,928,72,0.072,0
878,939,61,0.061,0
872,936,64,0.064,0
820,910,90,0.09,0
850,925,75,0.075,0
816,908,92,0.092,0
842,921,79,0.079,0
878,939,61,0.061,0
854,927,73,0.073,0
912,956,44,0.044,0
930,965,35,0.035,0
838,919,81,0.081,0
902,951,49,0.049,0
840,920,80,0.08,0
872,936,64,0.064,0
874,937,63,0.063,0
868,934,66,0.066,0
902,951,49,0.049,0
846,923,77,0.077,0
892,946,54,0.054,0
848,924,76,0.076,0
856,928,72,0.072,0
876,938,62,0.062,0
880,940,60,0.06,0
870,935,65,0.065,0
872,936,64,0.064,0
912,956,44,0.044,0
874,937,63,0.063,0
908,954,46,0.046,0
836,918,82,0.082,0
868,934,66,0.066,0
830,915,85,0.085,0
868,934,66,0.066,0
922,961,39,0.039,0
